# run-1789252085.jsonl: device,seconds_since_applied_step,primary_group_ma_c
cpu,187.109755239,75.716666666667
cpu,188.110663317,75.733333333333
cpu,189.112912577,75.750000000000
cpu,190.113144374,75.766666666667
cpu,191.113378615,75.766666666667
cpu,192.113600724,75.766666666667
cpu,193.113827161,75.750000000000
cpu,194.114618402,75.750000000000
cpu,195.116348924,75.750000000000
cpu,196.116579859,75.733333333333
cpu,197.116808931,75.716666666667
cpu,198.117041710,75.716666666667
cpu,199.117276723,75.716666666667
cpu,200.117511496,75.733333333333
cpu,201.117742702,75.733333333333
cpu,202.124272523,75.750000000000
cpu,203.124508899,75.766666666667
cpu,204.124743431,75.800000000000
cpu,205.124967674,75.833333333333
cpu,206.125199240,75.866666666667
cpu,207.125423263,75.883333333333
cpu,208.125649390,75.900000000000
cpu,209.125877520,75.916666666667
cpu,210.127008383,75.933333333333
cpu,211.127242334,75.950000000000
cpu,212.129279037,75.966666666667
cpu,213.131132568,75.983333333333
cpu,214.133384192,76.000000000000
cpu,215.133613905,76.000000000000
cpu,216.133845332,76.000000000000
cpu,217.134068893,76.000000000000
cpu,218.134302043,76.000000000000
cpu,219.134550812,76.016666666667
cpu,220.136275533,76.033333333333
cpu,221.136423574,76.050000000000
cpu,222.139728812,76.066666666667
cpu,223.139961431,76.066666666667
cpu,224.140187327,76.066666666667
cpu,225.141997257,76.066666666667
cpu,226.142220718,76.066666666667
cpu,227.142448949,76.066666666667
cpu,228.142681317,76.066666666667
cpu,229.144840489,76.083333333333
cpu,230.145068939,76.083333333333
cpu,231.145304704,76.100000000000
cpu,232.145530199,76.116666666667
cpu,233.145744704,76.133333333333
cpu,234.148744673,76.150000000000
cpu,235.148979496,76.150000000000
cpu,236.149150980,76.150000000000
cpu,237.152670298,76.166666666667
cpu,238.153521560,76.200000000000
cpu,239.153787411,76.233333333333
cpu,240.156412611,76.266666666667
cpu,241.158578966,76.300000000000
cpu,242.160389927,76.300000000000
cpu,243.160541846,76.300000000000
cpu,244.160754387,76.300000000000
cpu,245.160979762,76.283333333333
cpu,246.163496810,76.266666666667
cpu,247.165152683,76.250000000000
cpu,248.166745919,76.250000000000
cpu,249.166971234,76.233333333333
cpu,250.167175820,76.216666666667
cpu,251.167400444,76.233333333333
cpu,252.167629265,76.250000000000
cpu,253.167860141,76.283333333333
cpu,254.168091337,76.300000000000
cpu,255.169504777,76.316666666667
cpu,256.169730363,76.350000000000
cpu,257.169956209,76.383333333333
cpu,258.170182325,76.400000000000
cpu,259.170407941,76.416666666667
cpu,260.171430082,76.433333333333
cpu,261.172402771,76.466666666667
cpu,262.173046706,76.466666666667
cpu,263.173701342,76.466666666667
cpu,264.175398431,76.450000000000
cpu,265.176469303,76.433333333333
cpu,266.176704266,76.416666666667
cpu,267.176933358,76.416666666667
cpu,268.177120341,76.416666666667
cpu,269.179510423,76.416666666667
cpu,270.179740477,76.416666666667
cpu,271.179966694,76.416666666667
cpu,272.180186829,76.416666666667
cpu,273.180416642,76.416666666667
cpu,274.180639222,76.416666666667
cpu,275.183576705,76.433333333333
cpu,276.184216533,76.450000000000
cpu,277.185737293,76.466666666667
cpu,278.185970964,76.483333333333
cpu,279.187945100,76.483333333333
cpu,280.188179341,76.483333333333
cpu,281.188588940,76.483333333333
cpu,282.189044034,76.483333333333
cpu,283.189269789,76.500000000000
cpu,284.189496717,76.516666666667
cpu,285.190887536,76.516666666667
cpu,286.191116257,76.516666666667
cpu,287.191273145,76.533333333333
cpu,288.191499021,76.550000000000
cpu,289.191724065,76.533333333333
cpu,290.193568449,76.550000000000
cpu,291.194681720,76.550000000000
cpu,292.194904520,76.550000000000
cpu,293.195234200,76.533333333333
cpu,294.196098797,76.516666666667
cpu,295.197742507,76.516666666667
cpu,296.198741425,76.516666666667
cpu,297.198963273,76.500000000000
cpu,298.199826017,76.483333333333
cpu,299.200943596,76.466666666667
cpu,300.202754768,76.450000000000
cpu,301.202980694,76.433333333333
cpu,302.203314381,76.433333333333
cpu,303.203539536,76.433333333333
cpu,304.207767565,76.433333333333
cpu,305.207995655,76.433333333333
cpu,306.208654178,76.433333333333
cpu,307.209327298,76.433333333333
cpu,308.209554867,76.416666666667
cpu,309.209756919,76.433333333333
cpu,310.209989848,76.433333333333
cpu,311.210224340,76.416666666667
cpu,312.210460886,76.416666666667
cpu,313.210696190,76.416666666667
cpu,314.211242964,76.416666666667
cpu,315.211605756,76.416666666667
cpu,316.212272804,76.416666666667
cpu,317.212560726,76.416666666667
cpu,318.212756556,76.416666666667
cpu,319.213172256,76.416666666667
cpu,320.214567032,76.416666666667
cpu,321.214995706,76.416666666667
cpu,322.215215491,76.433333333333
cpu,323.215603539,76.450000000000
cpu,324.216854867,76.466666666667
cpu,325.217119325,76.483333333333
cpu,326.218286646,76.500000000000
cpu,327.219360644,76.500000000000
cpu,328.219580449,76.500000000000
cpu,329.223168915,76.500000000000
cpu,330.223402295,76.500000000000
cpu,331.225488881,76.500000000000
cpu,332.225715869,76.483333333333
cpu,333.225938158,76.466666666667
cpu,334.226166770,76.450000000000
cpu,335.226398867,76.433333333333
cpu,336.226638138,76.416666666667
cpu,337.226866078,76.400000000000
cpu,338.227106622,76.400000000000
cpu,339.227320305,76.400000000000
cpu,340.228753793,76.383333333333
cpu,341.229541597,76.366666666667
cpu,342.229753597,76.366666666667
cpu,343.230451864,76.350000000000
cpu,344.230687648,76.333333333333
cpu,345.230918914,76.333333333333
cpu,346.231150431,76.333333333333
cpu,347.231381727,76.316666666667
cpu,348.232478347,76.316666666667
cpu,349.232711176,76.333333333333
cpu,350.232913548,76.333333333333
cpu,351.233140035,76.333333333333
cpu,352.233376191,76.333333333333
cpu,353.233613278,76.350000000000
cpu,354.233845826,76.366666666667
cpu,355.234079727,76.383333333333
cpu,356.234314189,76.400000000000
cpu,357.234549122,76.416666666667
cpu,358.235143836,76.433333333333
cpu,359.235367999,76.450000000000
cpu,360.235602080,76.466666666667
gpu,0.998959064,69.866666666667
gpu,2.004712156,69.866666666667
gpu,3.004953281,69.866666666667
gpu,4.005971294,69.866666666667
gpu,5.006744831,69.866666666667
gpu,6.007410618,69.883333333333
gpu,7.008395309,69.900000000000
gpu,8.008630061,69.916666666667
gpu,9.008874973,69.916666666667
gpu,10.009427057,69.933333333333
gpu,11.010970921,69.950000000000
gpu,12.011214300,69.966666666667
gpu,13.011762156,69.983333333333
gpu,14.013233655,70.016666666667
gpu,15.013969933,70.050000000000
gpu,16.014223390,70.083333333333
gpu,17.014471658,70.100000000000
gpu,18.014674251,70.116666666667
gpu,19.014978353,70.133333333333
gpu,20.016427620,70.166666666667
gpu,21.016679956,70.200000000000
gpu,22.017127084,70.233333333333
gpu,23.017373529,70.266666666667
gpu,24.017618841,70.316666666667
gpu,25.017843775,70.350000000000
gpu,26.018093366,70.400000000000
gpu,27.018333919,70.433333333333
gpu,28.018578389,70.483333333333
gpu,29.019526021,70.516666666667
gpu,30.020148336,70.550000000000
gpu,31.021132156,70.600000000000
gpu,32.022110194,70.650000000000
gpu,33.023108320,70.700000000000
gpu,34.024242190,70.750000000000
gpu,35.025365509,70.800000000000
gpu,36.026343858,70.850000000000
gpu,37.028361425,70.900000000000
gpu,38.029331199,70.950000000000
gpu,39.030263242,71.016666666667
gpu,40.031147054,71.083333333333
gpu,41.031838699,71.133333333333
gpu,42.032421120,71.183333333333
gpu,43.032670710,71.233333333333
gpu,44.032914640,71.283333333333
gpu,45.033187714,71.333333333333
gpu,46.033443235,71.383333333333
gpu,47.033696883,71.433333333333
gpu,48.033939090,71.483333333333
gpu,49.034209238,71.533333333333
gpu,50.034441967,71.583333333333
gpu,51.034691958,71.650000000000
gpu,52.038674550,71.716666666667
gpu,53.038914402,71.783333333333
gpu,54.039145377,71.850000000000
gpu,55.039381833,71.916666666667
gpu,56.040673587,71.983333333333
gpu,57.040917577,72.050000000000
gpu,58.041169912,72.116666666667
gpu,59.041432016,72.183333333333
gpu,60.043125909,72.250000000000
gpu,61.043381581,72.333333333333
gpu,62.043636972,72.416666666667
gpu,63.044489186,72.500000000000
gpu,64.045249128,72.566666666667
gpu,65.045489992,72.633333333333
gpu,66.045731287,72.683333333333
gpu,67.047598724,72.733333333333
gpu,68.047842864,72.783333333333
gpu,69.048092935,72.850000000000
gpu,70.048344073,72.900000000000
gpu,71.048566662,72.950000000000
gpu,72.051840593,73.000000000000
gpu,73.054962551,73.050000000000
gpu,74.055526286,73.083333333333
gpu,75.057655893,73.116666666667
gpu,76.057897558,73.166666666667
gpu,77.058144495,73.233333333333
gpu,78.060718933,73.300000000000
gpu,79.060978662,73.366666666667
gpu,80.061236347,73.416666666667
gpu,81.061942357,73.466666666667
gpu,82.062195804,73.516666666667
gpu,83.062449071,73.566666666667
gpu,84.066651043,73.600000000000
gpu,85.066900382,73.650000000000
gpu,86.068025725,73.683333333333
gpu,87.068277949,73.750000000000
gpu,88.068534402,73.783333333333
gpu,89.068777099,73.850000000000
gpu,90.069078695,73.916666666667
gpu,91.070500451,73.950000000000
gpu,92.070750161,74.000000000000
gpu,93.071011903,74.033333333333
gpu,94.071283283,74.066666666667
gpu,95.073355543,74.100000000000
gpu,96.073601195,74.150000000000
gpu,97.073851486,74.200000000000
gpu,98.076752081,74.250000000000
gpu,99.076975732,74.283333333333
gpu,100.077947839,74.316666666667
gpu,101.078899138,74.350000000000
gpu,102.079766860,74.400000000000
gpu,103.083350068,74.450000000000
gpu,104.084167347,74.500000000000
gpu,105.085035099,74.533333333333
gpu,106.085720221,74.566666666667
gpu,107.088507585,74.616666666667
gpu,108.092227277,74.666666666667
gpu,109.092844372,74.700000000000
gpu,110.093542549,74.750000000000
gpu,111.095919697,74.783333333333
gpu,112.096171501,74.800000000000
gpu,113.096418205,74.816666666667
gpu,114.099776172,74.833333333333
gpu,115.103788060,74.850000000000
gpu,116.105239852,74.866666666667
gpu,117.107262388,74.883333333333
gpu,118.108318883,74.900000000000
gpu,119.108549167,74.916666666667
gpu,120.108762609,74.933333333333
gpu,121.109183839,74.933333333333
gpu,122.111429952,74.933333333333
gpu,123.116731586,74.933333333333
gpu,124.117870604,74.966666666667
gpu,125.118959540,75.000000000000
gpu,126.119204370,75.033333333333
gpu,127.119443621,75.050000000000
gpu,128.119678444,75.066666666667
gpu,129.119915420,75.083333333333
gpu,130.120165300,75.100000000000
gpu,131.120399611,75.116666666667
gpu,132.120646736,75.133333333333
gpu,133.120911163,75.150000000000
gpu,134.124623442,75.183333333333
gpu,135.125948918,75.200000000000
gpu,136.126721263,75.200000000000
gpu,137.126967717,75.200000000000
gpu,138.127216004,75.200000000000
gpu,139.127429306,75.200000000000
gpu,140.127667544,75.200000000000
gpu,141.127915030,75.200000000000
gpu,142.128159189,75.200000000000
gpu,143.128426301,75.200000000000
gpu,144.128674018,75.200000000000
gpu,145.129674748,75.200000000000
gpu,146.130236420,75.200000000000
gpu,147.131968204,75.183333333333
gpu,148.134084376,75.183333333333
gpu,149.134355245,75.166666666667
gpu,150.134672761,75.166666666667
gpu,151.134909858,75.183333333333
gpu,152.135158355,75.183333333333
gpu,153.135403747,75.200000000000
gpu,154.135648768,75.216666666667
gpu,155.135897025,75.233333333333
gpu,156.137087710,75.233333333333
gpu,157.137326409,75.233333333333
gpu,158.137577161,75.233333333333
gpu,159.140456476,75.216666666667
gpu,160.140697830,75.200000000000
gpu,161.144657651,75.200000000000
gpu,162.144901149,75.200000000000
gpu,163.145143625,75.183333333333
gpu,164.146149525,75.166666666667
gpu,165.147959496,75.183333333333
gpu,166.148202373,75.183333333333
gpu,167.148441122,75.166666666667
gpu,168.148683588,75.150000000000
gpu,169.152376381,75.150000000000
gpu,170.152614799,75.133333333333
gpu,171.152853899,75.116666666667
gpu,172.153086397,75.133333333333
gpu,173.153332039,75.133333333333
gpu,174.153582550,75.133333333333
gpu,175.153825127,75.133333333333
gpu,176.154068996,75.133333333333
gpu,177.154960874,75.150000000000
gpu,178.159337391,75.166666666667
gpu,179.159577444,75.166666666667
gpu,180.164362784,75.166666666667
gpu,181.167810860,75.183333333333
gpu,182.168048908,75.200000000000
gpu,183.168294931,75.200000000000
gpu,184.169272038,75.183333333333
gpu,185.174636548,75.166666666667
gpu,186.174884585,75.150000000000
gpu,187.175130167,75.166666666667
gpu,188.175376621,75.166666666667
gpu,189.175616672,75.166666666667
gpu,190.175860181,75.166666666667
gpu,191.176039700,75.166666666667
gpu,192.176922941,75.166666666667
gpu,193.177169665,75.166666666667
gpu,194.177417081,75.150000000000
gpu,195.180594321,75.150000000000
gpu,196.182589076,75.150000000000
gpu,197.182838866,75.150000000000
gpu,198.183098444,75.150000000000
gpu,199.183902008,75.150000000000
gpu,200.185133749,75.150000000000
gpu,201.189814364,75.150000000000
gpu,202.190061669,75.150000000000
gpu,203.191920531,75.150000000000
gpu,204.192169740,75.150000000000
gpu,205.192655530,75.150000000000
gpu,206.193109230,75.150000000000
gpu,207.193357748,75.150000000000
gpu,208.193774349,75.150000000000
gpu,209.195227774,75.150000000000
gpu,210.196396578,75.133333333333
gpu,211.196671054,75.116666666667
gpu,212.196983421,75.100000000000
gpu,213.197370978,75.083333333333
gpu,214.198300896,75.066666666667
gpu,215.200884400,75.050000000000
gpu,216.201122628,75.033333333333
gpu,217.205436078,75.016666666667
gpu,218.208569968,75.000000000000
gpu,219.208816501,75.000000000000
gpu,220.209089966,75.000000000000
gpu,221.211450573,74.983333333333
gpu,222.214767594,74.966666666667
gpu,223.218807875,74.966666666667
gpu,224.219973874,74.966666666667
gpu,225.221900221,74.950000000000
gpu,226.222164378,74.950000000000
gpu,227.224150807,74.950000000000
gpu,228.224452384,74.950000000000
gpu,229.225274802,74.950000000000
gpu,230.228700245,74.950000000000
gpu,231.229792997,74.950000000000
gpu,232.230065990,74.933333333333
gpu,233.230731005,74.933333333333
gpu,234.231660392,74.933333333333
gpu,235.231900595,74.933333333333
gpu,236.232451596,74.933333333333
gpu,237.232909034,74.916666666667
gpu,238.234355576,74.900000000000
gpu,239.234747050,74.900000000000
gpu,240.235180553,74.900000000000
gpu,241.235425223,74.883333333333
gpu,242.235664904,74.866666666667
gpu,243.235910346,74.866666666667
gpu,244.238991217,74.866666666667
gpu,245.239226690,74.866666666667
gpu,246.239464318,74.866666666667
gpu,247.240493080,74.850000000000
gpu,248.240737621,74.850000000000
gpu,249.241975223,74.850000000000
gpu,250.242963641,74.850000000000
gpu,251.243228289,74.850000000000
gpu,252.243466938,74.850000000000
gpu,253.243705046,74.850000000000
gpu,254.245251264,74.850000000000
gpu,255.245496395,74.850000000000
gpu,256.247470091,74.850000000000
gpu,257.247741311,74.850000000000
gpu,258.250969016,74.850000000000
gpu,259.252094399,74.850000000000
gpu,260.252356321,74.850000000000
gpu,261.252875804,74.850000000000
gpu,262.254575118,74.850000000000
gpu,263.254961593,74.850000000000
gpu,264.255457302,74.850000000000
gpu,265.255704487,74.850000000000
gpu,266.255963795,74.850000000000
gpu,267.258136191,74.850000000000
gpu,268.260482451,74.850000000000
gpu,269.260972279,74.850000000000
gpu,270.261240974,74.850000000000
gpu,271.263317382,74.850000000000
gpu,272.263556993,74.850000000000
gpu,273.263794790,74.850000000000
gpu,274.264036826,74.850000000000
gpu,275.266614828,74.850000000000
gpu,276.266837368,74.850000000000
gpu,277.267076858,74.850000000000
gpu,278.267325787,74.850000000000
gpu,279.269873603,74.850000000000
gpu,280.272046876,74.850000000000
gpu,281.273071701,74.850000000000
gpu,282.273320279,74.850000000000
gpu,283.274465048,74.850000000000
gpu,284.274704369,74.850000000000
gpu,285.275845020,74.850000000000
gpu,286.276080363,74.850000000000
gpu,287.276336956,74.850000000000
gpu,288.279219928,74.850000000000
gpu,289.279789464,74.850000000000
gpu,290.280028534,74.850000000000
gpu,291.280268596,74.850000000000
gpu,292.280960721,74.850000000000
gpu,293.283173422,74.850000000000
gpu,294.285906865,74.850000000000
gpu,295.286574334,74.850000000000
gpu,296.286822311,74.850000000000
gpu,297.287075397,74.850000000000
gpu,298.287318585,74.850000000000
gpu,299.287552455,74.850000000000
gpu,300.287784512,74.850000000000
gpu,301.290626377,74.850000000000
gpu,302.290857422,74.850000000000
gpu,303.291280826,74.850000000000
gpu,304.291527610,74.850000000000
gpu,305.291826582,74.850000000000
gpu,306.292054831,74.850000000000
gpu,307.293958156,74.833333333333
gpu,308.294181787,74.816666666667
gpu,309.294421448,74.816666666667
gpu,310.299556921,74.816666666667
gpu,311.299798446,74.816666666667
gpu,312.299969789,74.816666666667
gpu,313.300213648,74.816666666667
gpu,314.300468377,74.816666666667
gpu,315.300693141,74.816666666667
gpu,316.301544453,74.816666666667
gpu,317.301772823,74.816666666667
gpu,318.301995793,74.816666666667
gpu,319.304970646,74.816666666667
gpu,320.305899051,74.816666666667
gpu,321.309493159,74.816666666667
gpu,322.309729464,74.816666666667
gpu,323.310273964,74.816666666667
gpu,324.310484110,74.816666666667
gpu,325.310713973,74.816666666667
gpu,326.310925622,74.816666666667
gpu,327.311157649,74.816666666667
gpu,328.311870162,74.816666666667
gpu,329.312117488,74.816666666667
gpu,330.313975729,74.816666666667
gpu,331.314585835,74.816666666667
gpu,332.315557060,74.816666666667
gpu,333.316180227,74.816666666667
gpu,334.318667170,74.816666666667
gpu,335.318937889,74.816666666667
gpu,336.319182499,74.816666666667
gpu,337.319378879,74.816666666667
gpu,338.319621476,74.816666666667
gpu,339.319964179,74.816666666667
gpu,340.322717669,74.816666666667
gpu,341.322971787,74.816666666667
gpu,342.325931903,74.816666666667
gpu,343.326168228,74.816666666667
gpu,344.326417337,74.816666666667
gpu,345.327696647,74.816666666667
gpu,346.328481936,74.816666666667
gpu,347.328723901,74.816666666667
gpu,348.328964304,74.816666666667
gpu,349.330164456,74.816666666667
gpu,350.330394660,74.816666666667
gpu,351.330618622,74.816666666667
gpu,352.330842383,74.816666666667
gpu,353.331070162,74.816666666667
gpu,354.331304623,74.816666666667
gpu,355.331542641,74.816666666667
gpu,356.331776762,74.816666666667
gpu,357.331968764,74.816666666667
gpu,358.332462369,74.816666666667
gpu,359.333184159,74.816666666667
gpu,360.333411578,74.816666666667
